,ticker,group_code,company_name,company_short_name
1531,HVN,VNINDEX,Tổng Công ty Hàng không Việt Nam - CTCP,Vietnam Airlines
1532,VNC,HNXIndex,Công ty Cổ phần Tập đoàn Vinacontrol,VINACONTROL
1533,VGV,UpcomIndex,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,Tư vấn Xây dựng Việt Nam
1534,CGV,UpcomIndex,Công ty Cổ phần Vinaceglass,Vinaceglass JSC
1535,TMB,HNXIndex,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,Than Miền Bắc - Vinacomin
1536,VND,VNINDEX,Công ty Cổ phần Chứng khoán VNDIRECT,Chứng khoán VNDIRECT
1537,VNE,VNINDEX,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Xây dựng điện Việt Nam
1538,E12,UpcomIndex,Công ty Cổ phần Xây Dựng Điện VNECO 12,XD Điện VNECO 12
1539,VNF,HNXIndex,Công ty Cổ phần Vinafreight,VINAFREIGHT
1540,BMV,UpcomIndex,Công ty Cổ phần Bột mỳ Vinafood 1,Bột mỳ Vinafood 1
1541,VSF,UpcomIndex,Tổng Công ty Lương thực Miền Nam - Công ty Cổ phần,Vinafood 2
1542,VNG,VNINDEX,Công ty Cổ phần Du Lịch Thành Thành Công,DL Thành Thành Công
1543,VNZ,UpcomIndex,Công ty Cổ phần VNG,CTCP VNG
1544,VNH,UpcomIndex,Công ty Cổ phần Đầu tư Việt Việt Nhật,Đầu tư Việt Việt Nhật
1545,VNI,UpcomIndex,Công ty Cổ phần Đầu tư Bất động sản Việt Nam,ĐT BĐS Việt Nam
1546,VNL,VNINDEX,Công ty Cổ phần Logistics Vinalink,Logistics Vinalink
1547,MVN,UpcomIndex,Tổng Công ty Hàng hải Việt Nam - CTCP,TCT Hàng hải Việt Nam
1548,VLG,UpcomIndex,Công ty Cổ phần VIMC Logistics,VIMC Logistics
1549,VNM,VNINDEX,Công ty Cổ phần Sữa Việt Nam,VINAMILK
1550,VPD,VNINDEX,Công ty Cổ phần Phát triển Điện lực Việt Nam,Phát triển Điện lực Việt Nam
1551,DVN,UpcomIndex,Tổng Công ty Dược Việt Nam - CTCP,Tổng Công ty Dược Việt Nam
1552,VNP,UpcomIndex,Công ty Cổ phần Nhựa Việt Nam,Nhựa Việt Nam
1553,VNR,HNXIndex,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,Tái bảo hiểm Quốc gia
1554,GVR,VNINDEX,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,Tập đoàn CN Cao su VN
1555,VNS,VNINDEX,Công ty Cổ phần Ánh Dương Việt Nam,Ánh Dương Việt Nam
1556,TVN,UpcomIndex,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,Thép Việt Nam
1557,VNT,HNXIndex,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,Vận tải ngoại thương
1558,VXT,UpcomIndex,Công ty Cổ phần Kho vận và dịch vụ thương mại,Kho vận và DV Thương mại
1559,VNY,UpcomIndex,Công ty Cổ phần Thuốc thú y Trung ương I,Thuốc thú y Trung ương I
1560,VNX,UpcomIndex,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại Vinexad,QC và Hội chợ Thương mại
1561,VOC,UpcomIndex,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần,Dầu thực vật Việt Nam
1562,VOS,VNINDEX,Công ty Cổ phần Vận tải Biển Việt Nam,Vận tải Biển Việt Nam
1563,VSA,HNXIndex,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Đại lý Hàng hải VN
1564,VPB,VNINDEX,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,VPBank
1565,VPC,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,V- Power
1566,VPG,VNINDEX,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Đầu tư TMại XNK Việt Phát
1567,VPH,VNINDEX,Công ty Cổ phần Vạn Phát Hưng,Vạn Phát Hưng
1568,VPR,UpcomIndex,Công ty Cổ phần VINAPRINT,VINAPRINT
1569,VPA,UpcomIndex,Công ty Cổ phần Vận tải Hóa dầu VP,Vận tải Hóa dầu VP
1570,VPI,VNINDEX,Công ty Cổ phần Đầu tư Văn Phú - Invest,Đầu tư Văn Phú - Invest
1571,VPW,UpcomIndex,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,Cấp thoát nước số 1 Vĩnh Phúc
1572,NVP,UpcomIndex,Công ty Cổ phần Nước sạch Vĩnh Phúc,Nước sạch Vĩnh Phúc
1573,VQC,UpcomIndex,Công ty Cổ phần Giám định Vinaconmin,Giám định Vinaconmin
1574,VRC,VNINDEX,Công ty Cổ phần Bất động sản và Đầu tư VRC,Bất động sản và Đầu tư VRC
1575,VRG,UpcomIndex,Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao Su Việt Nam,PT Đô thị và KCN Cao su VN
1576,VRE,VNINDEX,Công ty Cổ phần Vincom Retail,Vincom Retail
1577,VSC,VNINDEX,Công ty Cổ phần Container Việt Nam,VICONSHIP
1578,VSE,UpcomIndex,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,DV Đường cao tốc Việt Nam
1579,VSG,UpcomIndex,Công ty Cổ phần Container Phía Nam,Container Phía Nam
1580,VSH,VNINDEX,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Thủy điện Vĩnh Sơn - Sông Hinh
1581,VSI,VNINDEX,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước,Đầu tư và Xây dựng Cấp thoát nước
1582,VST,UpcomIndex,Công ty Cổ phần Vận tải và Thuê Tàu biển Việt Nam,Vận tải và Thuê Tàu biển Việt Nam
1583,VTA,UpcomIndex,Công ty Cổ phần VITALY,Gạch men VITALY
1584,VTB,VNINDEX,Công ty Cổ phần Viettronics Tân Bình,Viettronics Tân Bình
1585,VTC,HNXIndex,Công ty Cổ phần Viễn Thông VTC,Viễn thông VTC
1586,VTE,UpcomIndex,Công ty Cổ phần VINACAP Kim Long,VINACAP Kim Long
1587,VGG,UpcomIndex,Tổng Công Ty Cổ phần May Việt Tiến,May Việt Tiến
1588,VGI,UpcomIndex,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel,Đầu tư Quốc tế Viettel
1589,VTH,HNXIndex,Công ty Cổ phần Dây cáp điện Việt Thái,Dây cáp điện Việt Thái
1590,VTI,UpcomIndex,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,Sản xuất - XNK Dệt may
1591,VTJ,HNXIndex,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,TM và Đầu tư VINATABA
1592,VTK,UpcomIndex,Công ty Cổ phần Tư vấn và Dịch vụ Viettel,Tư vấn thiết kế Viettel
1593,VTL,HNXIndex,Công ty Cổ phần Vang Thăng Long,Vang Thăng Long
1594,VTM,UpcomIndex,Công ty Cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin,Đưa đón thợ mỏ - Vinacomin
1595,VTO,VNINDEX,Công ty Cổ phần Vận tải Xăng dầu VITACO,VITACO
1596,VTP,UpcomIndex,Tổng Công ty Cổ phần Bưu chính Viettel,Bưu chính Viettel
1597,VTQ,UpcomIndex,Công ty Cổ phần Việt Trung Quảng Bình,Việt Trung Quảng Bình
1598,VTS,UpcomIndex,Công ty Cổ phần Gạch Ngói Từ Sơn,Gạch Ngói Từ Sơn
1599,VBB,UpcomIndex,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,VietBank
1600,DLT,UpcomIndex,Công ty Cổ phần Du lịch và Thương mại - Vinacomin,Du lịch và TM - Vinacomin
1601,VTV,HNXIndex,Công ty Cổ phần Năng lượng và Môi trường VICEM,Năng lượng và Môi trường VICEM
1602,CAB,UpcomIndex,Công ty Cổ phần Tổng Công ty Truyền hình Cáp Việt Nam,Truyền hình Cáp Việt Nam
1603,VTX,UpcomIndex,Công ty Cổ phần Vận tải Đa phương thức VIETRANSTIMEX,Vận tải Đa phương thức
1604,CLH,HNXIndex,Công ty Cổ phần Xi măng La Hiên VVMI,Xi măng La Hiên
1605,VLW,UpcomIndex,Công ty Cổ phần Cấp nước Vĩnh Long,Cấp nước Vĩnh Long
1606,VW3,UpcomIndex,Công ty Cổ phần VIWASEEN3,VIWASEEN.3
1607,VCW,UpcomIndex,Công ty Cổ phần Đầu tư Nước sạch Sông Đà,Đầu tư Nước sạch Sông Đà
1608,VXB,UpcomIndex,Công ty Cổ phần Vật liệu xây dựng Bến Tre,VLXD Bến Tre
1609,VXP,UpcomIndex,Công ty Cổ phần Thuốc Thú y Trung ương VETVACO,Thuốc Thú y Trung ương VETVACO
1610,WCS,HNXIndex,Công ty Cổ phần Bến xe Miền Tây,Bến xe Miền Tây
1611,WSB,UpcomIndex,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Bia Sài Gòn - Miền Tây
1612,WSS,HNXIndex,Công ty Cổ phần Chứng khoán Phố Wall,Chứng khoán Phố Wall
1613,WTC,UpcomIndex,Công ty Cổ phần Vận tải thủy - Vinacomin,Vận tải thủy Vinacomin
1614,X20,HNXIndex,Công ty Cổ phần X20,May mặc X20
1615,X26,UpcomIndex,Công ty Cổ phần 26,Công ty 26
1616,X77,UpcomIndex,Công ty Cổ phần Thành An 77,Thành An 77
1617,EPH,UpcomIndex,Công ty Cổ phần Dịch vụ Xuất bản Giáo dục Hà Nội,Xuất bản giáo dục Hà Nội
1618,DFC,UpcomIndex,Công ty Cổ phần Xích líp Đông Anh,Xích líp Đông Anh
1619,XMC,UpcomIndex,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,Bê tông Xuân Mai
1620,XMD,UpcomIndex,Công ty Cổ phần Xuân Mai - Đạo Tú,Xuân Mai - Đạo Tú
1621,CQT,UpcomIndex,Công ty Cổ phần Xi măng Quán Triều VVMI,Xi măng Quán Triều VVMI
1622,XPH,UpcomIndex,Công ty Cổ phần Xà phòng Hà Nội,Xà phòng Hà Nội
1623,XHC,UpcomIndex,Công ty Cổ phần Xuân Hòa Việt Nam,Nội thất Xuân Hòa
1624,XMP,UpcomIndex,Công ty Cổ phần Thủy điện Xuân Minh,Thủy điện Xuân Minh
1625,YBC,UpcomIndex,Công ty Cổ phần Xi măng và Khoáng sản Yên Bái,Xi măng và Khoáng sản Yên Bái
1626,YBM,VNINDEX,Công ty Cổ phần Khoáng sản Công nghiệp Yên Bái,Khoáng sản CN Yên Bái
1627,YEG,VNINDEX,Công ty Cổ phần Tập đoàn Yeah1,Tập đoàn Yeah1
1628,YTC,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,XNK Y tế TP.HCM
