,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
902,HOSE,Chứng khoán Tiên Phong,300.0,8777,Dịch vụ tài chính,Financial Services,2006,18,18317.0,0.021,http://www.tpbs.com.vn,3.8,0.016,-0.032,-0.36,200.0,200.0,CK,ORS,,,,
903,HOSE,Pin Ắc quy Miền Nam,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,1243,1404.0,0.128,http://www.pinaco.com.vn,3.7,-0.017,0.059,0.189,46.5,46.5,CT,PAC,,,,
904,UPCOM,"CNTT, VT và Tự động hóa Dầu khí - PAIC",267.0,6535,Viễn thông,Telecommunications,2009,84,106.0,0.001,http://www.paic.pvn.vn,3.8,0.013,0.064,0.827,4.2,4.2,CT,PAI,,,,
905,HOSE,Tập đoàn PAN,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2005,9304,21259.0,0.139,https://thepangroup.vn,4.0,0.001,-0.023,-0.216,208.9,216.4,CT,PAN,,,,
906,UPCOM,Cảng Phước An,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,,159.0,0.0,http://www.pap.vn,3.5,0.076,-0.092,0.102,200.0,200.0,CT,PAP,,,,
907,UPCOM,Quốc tế Phương Anh,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2010,49,0.0,0.018,http://www.phuonganhgroup.com.vn,3.7,-0.076,-0.116,-0.524,28.0,28.0,CT,PAS,,,,
908,HNX,Bao bì Dầu khí VN,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,216,820.0,0.001,http://www.pbp.vn,4.0,-0.044,-0.091,-0.268,4.8,4.8,CT,PBP,,,,
909,HOSE,Tập đoàn PC1,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,1524,686.0,0.065,http://pc1group.vn,3.6,0.073,0.156,0.146,270.4,270.4,CT,PC1,,,,
910,UPCOM,Xây lắp 1- Petrolimex,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,583,310.0,0.0,http://www.pcc1.petrolimex.com.vn,3.3,0.065,0.043,0.183,11.5,11.5,CT,PCC,,,,
911,HNX,Đầu tư PT Gas Đô thị,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2010,67,1174.0,0.478,http://www.pvgascity.com.vn,3.4,-0.05,-0.069,-0.152,18.9,18.9,CT,PCG,,,,
912,UPCOM,VLXD Bưu điện,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,116,0.0,0.0,http://www.pcm.vn,3.5,0.013,0.308,0.592,3.9,4.0,CT,PCM,,,,
913,UPCOM,Chứng khoán Kiến thiết VN,300.0,8777,Dịch vụ tài chính,Financial Services,2011,30,422.0,0.319,http://www.vncsi.com.vn,3.4,-0.02,-0.057,0.234,16.8,16.8,CK,CSI,,,,
914,HNX,Vận tải Khí và Hóa chất Việt Nam,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,61,1610.0,0.0,http://www.pct.com.vn,4.1,0.091,0.186,0.06,27.6,27.6,CT,PCT,,,,
915,HNX,DIN Capital,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010,191,720.0,0.001,http://www.dufago.com.vn,3.6,0.013,0.015,-0.224,8.9,8.9,CT,PDB,,,,
916,UPCOM,Dầu khí Phương Đông,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2008,134,474.0,0.001,http://www.phuongdongpv.com.vn,3.8,-0.036,-0.07,-0.416,15.0,15.0,CT,PDC,,,,
917,HOSE,Cảng Đồng Nai,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,269,25.0,0.003,http://www.dongnai-port.com,4.2,0.027,0.039,0.847,18.5,18.5,CT,PDN,,,,
918,HOSE,BĐS Phát Đạt,336.0,8633,Bất động sản,Real Estate,2004,420,1373.0,0.039,https://www.phatdat.com.vn,3.7,-0.042,-0.186,-0.532,671.6,671.6,CT,PDR,,,,
919,UPCOM,Vận tải Phương Đông Việt,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,282,0.0,0.0,http://www.pvoilshipping.vn,4.2,0.042,0.265,0.704,31.1,25.1,CT,PDV,,,,
920,UPCOM,Cơ khí Điện lực,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,353,0.0,0.0,http://www.pecvn.com,3.5,0.013,0.064,0.428,3.1,3.1,CT,PEC,,,,
921,UPCOM,Thiết bị xăng dầu Petrolimex,316.0,573,Dầu khí,Oil & Gas,2012,170,177.0,0.0,http://www.peco.com.vn,3.4,0.013,0.064,0.37,5.0,5.0,CT,PEQ,,,,
922,HNX,Xây lắp III Petrolimex,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,306,0.0,0.0,http://www.penjico.petrolimex.com.vn,3.5,0.256,0.378,0.438,5.0,5.0,CT,PEN,,,,
923,HOSE,PETROSETCO,253.0,5379,Bán lẻ,Retail,2005,2739,6272.0,0.015,http://www.petrosetco.com.vn,3.3,-0.01,0.026,-0.277,98.8,99.4,CT,PET,,,,
924,UPCOM,Cà phê PETEC,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,2006,28,448.0,0.002,http://www.petecof.vn,3.9,0.013,-0.001,-0.326,3.0,3.0,CT,PCF,,,,
925,UPCOM,TM Kỹ thuật và Đầu tư (PETEC),275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2010,464,743.0,0.0,http://www.petec.com.vn,3.5,0.013,-0.012,0.113,248.9,231.9,CT,PEG,,,,
926,UPCOM,Thương mại dầu khí,316.0,573,Dầu khí,Oil & Gas,2008,152,3691.0,0.002,http://www.petechim.com.vn,3.6,0.013,0.043,-0.285,20.0,20.0,CT,PTV,,,,
927,HOSE,Petrolimex,144.0,533,Dầu khí,Oil & Gas,1995,25801,15165.0,0.181,https://www.petrolimex.com.vn,3.5,0.025,0.114,-0.052,1270.6,1293.9,CT,PLX,,,,
928,UPCOM,Dầu khí Đông Đô,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,32,1646.0,0.002,http://daukhidongdo.vn,3.5,-0.019,-0.027,-0.469,50.0,50.0,CT,PFL,,,,
929,UPCOM,PG Bank,289.0,8355,Ngân hàng,Banks,1993,1442,10591.0,0.0,http://www.pgbank.com.vn,3.4,0.052,0.232,-0.138,300.0,300.0,NH,PGB,,,,
930,HOSE,Gas Petrolimex,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2004,1058,0.0,0.053,http://www.pgas.petrolimex.com.vn,3.4,0.022,0.064,-0.01,60.3,60.3,CT,PGC,,,,
931,HOSE,PV GAS D,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2007,267,1689.0,0.465,http://www.pvgasd.com.vn,3.9,0.007,0.126,0.25,90.0,90.0,CT,PGD,,,,
932,HOSE,Bảo hiểm PJICO,292.0,8536,Bảo hiểm,Insurance,1995,1497,0.0,0.206,http://www.pjico.com.vn,3.6,-0.002,0.049,0.467,110.9,110.9,BH,PGI,,,,
933,HNX,Phụ Gia Nhựa,150.0,1353,Hóa chất,Chemicals,2007,41,607.0,0.07,https://pgn.com.vn/,4.4,-0.013,-0.023,-0.093,8.5,8.5,CT,PGN,,,,
934,HNX,Khí Miền Nam,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2006,1209,443.0,0.014,http://www.southerngas.com.vn,3.7,0.013,0.071,0.329,50.0,50.0,CT,PGS,,,,
935,HNX,PGT Holdings,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2007,29,0.0,0.491,http://www.pgt-holdings.com,3.7,-0.017,0.005,-0.394,9.2,9.2,CT,PGT,,,,
936,HOSE,SX và CN Nhựa Pha Lê,150.0,1353,Hóa chất,Chemicals,2008,237,358.0,0.013,http://www.phaleminerals.com.vn,3.5,-0.022,-0.035,-0.405,70.0,70.0,CT,PLP,,,,
937,UPCOM,Dược Phẩm TW 1- Pharbaco,238.0,4577,Y tế,Health Care,1993,586,738.0,0.0,http://www.pharbaco.com.vn,3.3,0.013,0.071,0.123,113.3,113.3,CT,PBC,,,,
938,HOSE,Phuc Hung Holdings,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,483,6867.0,0.014,http://www.phuchung.com.vn,3.4,-0.018,-0.011,-0.249,50.7,50.6,CT,PHC,,,,
939,UPCOM,Hồng Hà Việt Nam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1993,23,0.0,0.004,http://honghavietnam.vn,3.6,0.013,0.064,-0.329,18.1,20.0,CT,PHH,,,,
940,UPCOM,Cảng Hải Phòng,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,3394,3185.0,0.002,http://www.haiphongport.com.vn,3.9,0.03,0.081,-0.051,327.0,327.0,CT,PHP,,,,
941,HOSE,Cao su Phước Hòa,150.0,1353,Hóa chất,Chemicals,2008,3126,2495.0,0.137,http://www.phr.vn,4.1,0.001,-0.035,-0.14,135.5,135.5,CT,PHR,,,,
942,UPCOM,Chứng khoán Phú Hưng,300.0,8777,Dịch vụ tài chính,Financial Services,2006,355,390.0,0.831,https://www.phs.vn,3.7,-0.154,-0.305,0.033,150.0,150.0,CK,PHS,,,,
943,HNX,Tin học Viễn thông Petrolimex,267.0,6535,Viễn thông,Telecommunications,2003,121,225.0,0.122,http://www.piacom.com.vn,4.1,0.18,0.271,0.365,3.9,3.9,CT,PIA,,,,
944,HNX,Đầu tư Điện lực 3,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2008,57,5290.0,0.0,https://pc3invest.cpc.vn,4.0,-0.095,0.016,0.565,33.3,33.3,CT,PIC,,,,
945,UPCOM,Trang trí nội thất Dầu khí,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,42,0.0,0.0,http://www.pvcid.vn,3.1,0.013,0.181,0.93,4.0,4.0,CT,PID,,,,
946,UPCOM,Pisico Bình Định,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2015,452,302.0,0.0,http://www.pisico.vn,3.6,0.013,0.46,0.867,27.5,27.5,CT,PIS,,,,
947,UPCOM,Đầu tư - TM - DV Điện lực,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2007,100,0.0,0.0,http://www.ecinvest.vn,3.7,-0.058,-0.04,-0.495,45.4,45.4,CT,EIN,,,,
948,HOSE,XNK PETROLIMEX,250.0,5373,Bán lẻ,Retail,2004,215,2486.0,0.008,http://www.pitco.com.vn,3.2,0.011,-0.063,-0.19,14.2,15.2,CT,PIT,,,,
949,UPCOM,PIV JSC,339.0,8637,Bất động sản,Real Estate,2008,16,490.0,0.017,http://www.piv.vn,3.4,0.113,0.064,-0.24,17.3,17.3,CT,PIV,,,,
950,HNX,TM và Vận tải Petrolimex HN,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,1999,483,801.0,0.004,http://www.petajicohanoi.com.vn,3.9,0.1,0.151,0.388,7.3,7.3,CT,PJC,,,,
951,UPCOM,Cấp nước Phú Hòa Tân,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2011,232,261.0,0.068,http://www.phuwaco.com.vn,3.7,0.02,0.349,-0.027,9.0,9.0,CT,PJS,,,,
952,HOSE,Vận tải thủy PETROLIMEX,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999,287,3139.0,0.012,https://pjtaco.petrolimex.com.vn,3.9,-0.092,-0.109,-0.021,23.0,23.0,CT,PJT,,,,
953,UPCOM,Đầu tư và Dịch vụ hạ tầng Xăng dầu (PLAND),336.0,8633,Bất động sản,Real Estate,2005,47,0.0,0.0,http://www.pland.petrolimex.com.vn,3.4,-0.127,-0.034,-0.184,10.0,10.0,CT,PLA,,,,
954,HNX,Hóa dầu Petrolimex,151.0,1357,Hóa chất,Chemicals,2004,760,5037.0,0.014,http://www.plc.com.vn,3.5,0.08,0.223,0.062,80.8,80.8,CT,PLC,,,,
955,UPCOM,Kho vận Petec,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,,0.0,0.0,http://www.peteclogistics.com.vn,3.4,0.149,0.2,-0.13,7.2,7.2,CT,PLO,,,,
956,UPCOM,Tư vấn Xây dựng Petrolimex,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,,0.0,0.0,http://www.pec.petrolimex.com.vn,3.2,0.013,0.064,0.219,1.2,1.2,CT,PLE,,,,
957,HNX,Pharmedic,238.0,4577,Y tế,Health Care,1997,526,1740.0,0.036,http://www.pharmedic.com.vn,4.0,0.026,0.09,0.403,9.3,9.3,CT,PMC,,,,
958,HOSE,ĐT và SX Petro Miền Trung,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2007,28,578.0,0.252,http://www.petrocenter.com.vn,3.1,0.083,0.05,-0.134,46.3,46.3,CT,PMG,,,,
959,UPCOM,Vật tư Bưu điện,314.0,9578,Công nghệ Thông tin,Technology,2015,41,234.0,0.0,http://www.potmasco.com.vn,3.3,-0.027,0.404,0.713,1.8,1.8,CT,PMJ,,,,
960,HNX,Bao bì Đạm Phú Mỹ,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,421,139.0,0.009,http://www.dpmp.vn,3.5,-0.027,-0.131,-0.253,4.2,4.2,CT,PMP,,,,
961,HNX,Cơ khí xăng dầu,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999,202,0.0,0.059,http://www.pms.com.vn,4.0,0.064,0.086,0.333,7.2,7.2,CT,PMS,,,,
962,UPCOM,Telvina Việt Nam,314.0,9578,Công nghệ Thông tin,Technology,1970,167,0.0,0.001,http://www.telvina.vn,3.7,0.013,0.208,0.142,4.9,5.0,CT,PMT,,,,
963,UPCOM,Cấp Nước Phú Mỹ,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2013,59,334.0,0.0,http://www.pmw.vn,3.7,0.246,0.112,0.278,47.0,47.0,CT,PMW,,,,
964,HOSE,Văn hóa Phương Nam,256.0,5557,Truyền thông,Media,1999,779,0.0,0.008,http://www.pnc.com.vn,3.8,0.075,0.052,0.27,10.8,11.0,CT,PNC,,,,
965,UPCOM,Thương Mại Phú Nhuận,250.0,5373,Bán lẻ,Retail,2003,99,0.0,0.0,http://www.pnco.vn,2.9,0.013,0.064,1.302,9.0,9.0,CT,PNG,,,,
966,UPCOM,Xăng dầu Dầu khí Nam Định,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2010,199,0.0,0.0,http://www.pvoilnamdinh.com.vn,3.7,-0.041,0.049,-0.195,6.7,6.7,CT,PND,,,,
967,HOSE,Vàng Phú Nhuận,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004,6018,12192.0,0.49,http://www.pnj.com.vn,4.0,-0.052,-0.076,0.332,328.0,328.2,CT,PNJ,,,,
968,UPCOM,Tân Cảng - Phú Hữu,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,155,265.0,0.0,http://www.phuhuuport.com,4.2,0.013,0.064,-0.071,16.1,16.1,CT,PNP,,,,
969,UPCOM,Kỹ thuật XD Phú Nhuận,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,43,209.0,0.001,http://www.pntc.com.vn,3.5,-0.026,0.05,0.329,9.3,9.3,CT,PNT,,,,
970,UPCOM,PVOIL Thái Bình,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2010,125,0.0,0.0,http://www.pvoilthaibinh.com,3.4,0.013,0.064,0.244,10.9,10.9,CT,POB,,,,
971,HOSE,Thép Pomina,159.0,1757,Tài nguyên Cơ bản,Basic Resources,1999,2396,7279.0,0.078,http://www.pomina-steel.com,3.5,-0.042,-0.043,-0.343,278.5,279.7,CT,POM,,,,
972,HNX,Thiết bị Bưu điện Postef,311.0,9572,Công nghệ Thông tin,Technology,2004,358,2292.0,0.001,http://postef.com.vn,3.4,0.043,-0.051,0.218,19.4,19.4,CT,POT,,,,
973,UPCOM,PV Oil Vũng Áng,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2007,177,0.0,0.0,http://www.pvoilvungang.com,4.0,0.035,0.198,-0.061,12.5,12.5,CT,POV,,,,
974,UPCOM,Điện nước An Giang,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2011,1412,596.0,0.0,http://www.diennuocag.com.vn,3.8,0.013,0.718,0.347,56.3,56.3,CT,DNA,,,,
975,HOSE,Nhiệt điện Phả Lại,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2006,803,9020.0,0.13,http://ppc.evn.vn,3.5,0.023,0.102,-0.013,320.6,326.2,CT,PPC,,,,
976,HNX,PVPower Engineering,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,8,109.0,0.003,http://www.pvpe.vn,3.8,-0.148,-0.255,0.085,2.0,2.0,CT,PPE,,,,
977,UPCOM,Phong Phú Corp.,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2009,1847,2143.0,0.0,http://www.phongphucorp.com,3.8,-0.025,0.009,0.076,74.7,74.7,CT,PPH,,,,
978,UPCOM,BĐS Thái Bình Dương,336.0,8633,Bất động sản,Real Estate,2004,29,2255.0,0.002,http://www.ppigroup.com.vn,3.7,0.013,-0.079,-0.448,48.3,48.3,CT,PPI,,,,
979,HNX,PP.Pharco,238.0,4577,Y tế,Health Care,2000,232,0.0,0.032,https://duocphongphu.com.vn/,4.4,0.028,0.071,0.159,8.8,8.8,CT,PPP,,,,
980,HNX,DVKT Điện lực Dầu khí,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,470,242.0,0.285,http://www.pvps.vn,3.9,0.013,0.149,0.274,15.0,15.0,CT,PPS,,,,
981,HNX,Vận tải Portserco,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1993,56,125.0,0.0,http://www.portserco.com,4.1,0.079,0.087,2.728,1.2,1.2,CT,PRC,,,,
982,UPCOM,Procimex Việt Nam,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2008,253,0.0,0.0,http://www.procimex.com.vn,3.7,0.013,0.167,0.364,3.0,3.0,CT,PRO,,,,
983,UPCOM,Sao Mai Bến Đình,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,80,0.0,0.0,http://www.pvsb.com.vn,3.9,-0.108,-0.208,-0.183,50.0,50.0,CT,PSB,,,,
984,HNX,Vận tải Petrolimex SG,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2000,33,15.0,0.004,http://www.ptssaigon.petrolimex.com.vn,3.9,-0.054,0.018,0.179,7.2,7.2,CT,PSC,,,,
985,UPCOM,Bảo vệ thực vật 1 TW,151.0,1357,Hóa chất,Chemicals,2006,275,274.0,0.0,https://psc1.com/,3.2,0.013,0.117,0.029,5.3,5.3,CT,BT1,,,,
986,HNX,Phân phối Tổng hợp Dầu khí,253.0,5379,Bán lẻ,Retail,2007,313,1045.0,0.01,http://www.psd.com.vn,3.6,0.001,0.028,-0.172,39.9,39.9,CT,PSD,,,,
987,HNX,Phân bón và hóa chất dầu khí Đông Nam Bộ,151.0,1357,Hóa chất,Chemicals,2008,65,761.0,0.002,http://www.pse.vn/vi,4.3,-0.017,-0.061,-0.229,12.5,12.5,CT,PSE,,,,
988,UPCOM,XL Dầu khí Sài Gòn,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,425,0.0,0.001,http://www.pvcsg.com.vn,3.9,-0.07,-0.203,-0.416,35.0,35.0,CT,PSG,,,,
989,HNX,Chứng khoán Dầu khí,300.0,8777,Dịch vụ tài chính,Financial Services,2006,137,0.0,0.151,http://www.psi.vn,3.8,-0.058,-0.07,-0.365,59.8,59.8,CK,PSI,,,,
990,UPCOM,Chăn nuôi Phú Sơn,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,1976,57,0.0,0.001,http://www.channuoiphuson.com.vn,3.5,-0.007,0.019,0.074,11.8,11.8,CT,PSL,,,,
991,UPCOM,DV Dầu Khí Đình Vũ,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,249,0.0,0.0,http://www.ptscdinhvu.com.vn,3.5,-0.061,-0.186,-0.11,40.0,40.0,CT,PSP,,,,
992,HOSE,Công ty Cổ phần Phú Tài,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2004,5044,2448.0,0.133,http://www.phutai.com.vn,3.9,0.011,-0.029,-0.134,68.0,68.0,CT,PTB,,,,
993,UPCOM,PETEC Bình Định,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2001,76,228.0,0.0,http://petecbidico.com.vn/,3.5,0.001,0.11,0.133,4.0,4.0,CT,GCB,,,,
994,HOSE,Đầu tư ICAPITAL,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,26,884.0,0.009,http://www.ptic.vn,3.8,-0.02,-0.051,-0.577,32.2,32.3,CT,PTC,,,,
995,UPCOM,Xi măng Phú Thọ,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2013,,0.0,0.0,http://www.ximangphutho.com.vn,3.3,0.013,0.167,1.366,12.1,12.5,CT,PTE,,,,
996,UPCOM,Xây dựng Công trình Bưu điện,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,80,232.0,0.0,http://www.ptco.com.vn,3.3,0.013,0.064,0.226,1.2,1.2,CT,PTO,,,,
997,HNX,Tập đoàn KSFinance,336.0,8633,Bất động sản,Real Estate,2015,402,421.0,0.0,https://ksf.vn,3.5,-0.089,-0.213,-0.287,300.0,300.0,CT,KSF,,,,
998,HNX,Thiết kế-XD-TM Phúc Thịnh,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,95,162.0,0.185,http://www.phucthinh.com.vn,3.2,0.013,0.064,0.915,3.2,3.2,CT,PTD,,,,
999,UPCOM,May Phan Thiết,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,1994,2300,252.0,0.0,http://www.phanthietgarment.com.vn,4.1,0.013,0.064,0.802,5.0,5.0,CT,PTG,,,,
1000,UPCOM,Vận tải và DV Petrolimex Hà Tây,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2000,236,189.0,0.0,http://www.ptshatay.petrolimex.com.vn,3.6,0.013,0.064,0.34,3.5,3.5,CT,PTH,,,,
1001,HNX,Bảo hiểm Bưu điện,292.0,8536,Bảo hiểm,Insurance,1998,2539,9896.0,0.382,https://www.pti.com.vn,3.6,-0.034,-0.183,-0.149,80.4,80.4,BH,PTI,,,,
1002,HOSE,Victory Capital,336.0,8633,Bất động sản,Real Estate,2006,44,2188.0,0.001,http://victorycapital.com.vn/,3.7,-0.131,-0.053,-0.447,98.9,100.0,CT,PTL,,,,
1003,UPCOM,Phát triển Nhà Khánh Hòa,336.0,8633,Bất động sản,Real Estate,2010,49,37.0,0.0,http://www.phattriennhakh.vn,5.0,0.013,0.21,,5.8,5.8,CT,PTN,,,,
1004,UPCOM,Viễn Thông và In Bưu điện,267.0,6535,Viễn thông,Telecommunications,1957,200,0.0,0.0,http://www.ptp.vn,3.6,0.013,-0.401,-0.211,6.7,6.8,CT,PTP,,,,
1005,HNX,Vận tải Petrolimex HP,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2000,282,666.0,0.082,http://www.ptshp.petrolimex.com.vn,3.9,-0.015,0.045,0.093,5.6,5.6,CT,PTS,,,,
1006,UPCOM,Bảo dưỡng công trình DK biển,316.0,573,Dầu khí,Oil & Gas,2007,521,339.0,0.003,http://pos.ptsc.com.vn,3.8,-0.006,0.054,-0.173,40.0,40.0,CT,POS,,,,
1007,UPCOM,PTSC Thanh Hóa,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,437,422.0,0.0,http://www.ptscthanhhoa.com.vn,3.7,0.013,0.2,0.102,40.0,40.0,CT,PSN,,,,
1008,UPCOM,VT Petrolimex Nghệ Tĩnh,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,,0.0,0.0,http://www.ptsnghetinh.petrolimex.com.vn,4.0,0.013,0.064,0.968,5.8,5.8,CT,PTX,,,,
1009,UPCOM,Vận tải Dầu khí Đông Dương,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,387,0.0,0.0,http://www.pvtrans-ptt.com,3.5,-0.074,0.064,0.687,10.0,10.0,CT,PTT,,,,
1010,UPCOM,Dịch vụ Du lịch Phú Thọ,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2006,388,614.0,0.0,http://www.phuthotourist.com.vn,3.6,-0.172,-0.073,0.302,118.7,118.7,CT,DSP,,,,
1011,HNX,Đầu tư Phát triển Thành Đạt,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,120,0.0,0.015,http://www.thanhdathanam.vn,4.3,0.021,-0.048,-0.317,42.9,42.4,CT,DTD,,,,
1012,HOSE,ĐT Du lịch và PT Thủy sản,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2008,170,440.0,0.0,http://www.trisedco.com,3.7,0.008,0.049,-0.217,62.9,62.9,CT,DAT,,,,
1013,HNX,Đầu tư PV2,336.0,8633,Bất động sản,Real Estate,2007,10,1553.0,0.002,http://www.pv2.com.vn,3.8,-0.032,-0.023,-0.422,36.9,37.4,CT,PV2,,,,
1014,UPCOM,Xây dựng dầu khí Nghệ An,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,446,0.0,0.0,http://www.pvnc.com.vn,3.7,0.084,0.001,-0.181,21.8,21.8,CT,PVA,,,,
1015,HNX,Bọc ống Dầu khí Việt Nam,316.0,573,Dầu khí,Oil & Gas,2007,158,2557.0,0.004,http://www.pvcoating.vn,3.7,0.085,0.159,-0.093,21.6,21.6,CT,PVB,,,,
1016,UPCOM,Điện lực Dầu khí Bắc Kạn,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2009,25,0.0,0.0,,4.1,,,,8.6,8.6,CT,PBK,,,,
1017,UPCOM,PV Building,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,328,133.0,0.0,http://www.pvbuilding.com.vn,3.8,0.013,-0.078,0.047,17.5,17.5,CT,PBT,,,,
1018,HNX,Hóa chất và Dịch vụ Dầu khí,316.0,573,Dầu khí,Oil & Gas,2005,348,0.0,0.007,http://www.pvchem.com.vn,3.4,0.095,0.076,0.033,50.0,50.0,CT,PVC,,,,
1019,HNX,Phân bón và Hóa chất DK Miền Trung,151.0,1357,Hóa chất,Chemicals,2008,51,138.0,0.011,http://www.pce.vn,4.0,0.013,0.06,0.168,10.0,10.0,CT,PCE,,,,
1020,UPCOM,Thiết bị dầu khí (PV MACHINO),198.0,2797,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,212,1559.0,0.0,https://pvmachino.vn,3.9,0.013,0.148,-0.103,38.6,38.6,CT,PVM,,,,
1021,UPCOM,Phát triển Đô thị Dầu khí,336.0,8633,Bất động sản,Real Estate,2008,65,0.0,0.0,http://www.pvccm.vn,3.5,0.013,0.064,0.302,28.1,28.1,CT,PXC,,,,
1022,UPCOM,Xây lắp Dầu khí Thanh Hóa,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,59,0.0,0.0,http://www.pvc-th.vn,3.6,0.072,-0.118,-0.259,21.0,21.0,CT,PVH,,,,
1023,HOSE,Khoan Dầu khí PVDrilling,316.0,573,Dầu khí,Oil & Gas,2006,1958,0.0,0.234,http://www.pvdrilling.com.vn,3.5,0.046,0.111,0.134,555.9,556.3,CT,PVD,,,,
